Block,Trial,MI_Label,KSS,Event,Marker,Time_lsl,Wall_time,Block_Start_lsl,Block_End_lsl,RT_ms
,,,,baseline_eyes_open_start,1000,71704.09044558874,,,,
,,,,baseline_eyes_closed_start,1001,71832.24107230532,,,,
,,,,baseline_fixation_start,1002,71959.8401825214,,,,
,,,,baseline_end,1003,72019.852716476,,,,
1.0,,,,block_start,4001,72047.5571678012,,72047.5571678012,,
1.0,1.0,,,trial_start,10,72047.5573197012,,72047.5571678012,,
1.0,1.0,,,right_cue,101,72049.56218970302,,72047.5571678012,,
1.0,1.0,right,,right_imagery_start,201,72051.56752600486,,72047.5571678012,,
1.0,1.0,right,,rest_start,300,72055.58113750849,,72047.5571678012,,
1.0,1.0,right,,iti_start,400,72057.60056651034,,72047.5571678012,,
1.0,1.0,right,,trial_end,11,72059.76132461231,,72047.5571678012,,
1.0,2.0,,,trial_start,10,72059.76140301231,,72047.5571678012,,
1.0,2.0,,,left_cue,100,72061.78346511415,,72047.5571678012,,
1.0,2.0,left,,left_imagery_start,200,72063.79368511598,,72047.5571678012,,
1.0,2.0,left,,rest_start,300,72067.80043701961,,72047.5571678012,,
1.0,2.0,left,,iti_start,400,72069.81136292145,,72047.5571678012,,
1.0,2.0,left,,trial_end,11,72072.01315632346,,72047.5571678012,,
1.0,3.0,,,trial_start,10,72072.01324852345,,72047.5571678012,,
1.0,3.0,,,left_cue,100,72074.01739812527,,72047.5571678012,,
1.0,3.0,left,,left_imagery_start,200,72076.0285431271,,72047.5571678012,,
1.0,3.0,left,,rest_start,300,72080.02947153074,,72047.5571678012,,
1.0,3.0,left,,iti_start,400,72082.04550833258,,72047.5571678012,,
1.0,3.0,left,,trial_end,11,72084.42656723475,,72047.5571678012,,
1.0,4.0,,,trial_start,10,72084.42676173475,,72047.5571678012,,
1.0,4.0,,,left_cue,100,72086.42829233657,,72047.5571678012,,
1.0,4.0,left,,left_imagery_start,200,72088.43261223838,,72047.5571678012,,
1.0,4.0,left,,rest_start,300,72092.44755974204,,72047.5571678012,,
1.0,4.0,left,,iti_start,400,72094.46109014387,,72047.5571678012,,
1.0,4.0,left,,trial_end,11,72096.5917365458,,72047.5571678012,,
1.0,5.0,,,trial_start,10,72096.5918152458,,72047.5571678012,,
1.0,5.0,,,right_cue,101,72098.59610764764,,72047.5571678012,,
1.0,5.0,right,,right_imagery_start,201,72100.61509244947,,72047.5571678012,,
1.0,5.0,right,,rest_start,300,72104.61530265311,,72047.5571678012,,
1.0,5.0,right,,iti_start,400,72106.62783405495,,72047.5571678012,,
1.0,5.0,right,,trial_end,11,72108.76333405689,,72047.5571678012,,
1.0,6.0,,,trial_start,10,72108.76340485689,,72047.5571678012,,
1.0,6.0,,,right_cue,101,72110.77643385871,,72047.5571678012,,
1.0,6.0,right,,right_imagery_start,201,72112.77946626053,,72047.5571678012,,
1.0,6.0,right,,rest_start,300,72116.78197756418,,72047.5571678012,,
