Block,Trial,MI_Label,KSS,Event,Marker,Time_lsl,Wall_time,Block_Start_lsl,Block_End_lsl,RT_ms
,,,,baseline_eyes_open_start,1000,7232.394509026124,,,,
,,,,baseline_eyes_closed_start,1001,7357.851600132004,,,,
,,,,baseline_fixation_start,1002,7485.036760639345,,,,
,,,,baseline_end,1003,7545.050617889993,,,,
1.0,,,,block_start,4001,7554.855488398269,,7554.855488398269,,
1.0,1.0,,,trial_start,10,7554.855562498269,,7554.855488398269,,
1.0,1.0,,,left_cue,100,7556.8696525999685,,7554.855488398269,,
1.0,1.0,left,,left_imagery_start,200,7558.885586101671,,7554.855488398269,,
1.0,1.0,left,,rest_start,300,7562.885979105046,,7554.855488398269,,
1.0,1.0,left,,iti_start,400,7564.887399106736,,7554.855488398269,,
1.0,1.0,left,,trial_end,11,7567.00228910852,,7554.855488398269,,
1.0,2.0,,,trial_start,10,7567.002358408521,,7554.855488398269,,
1.0,2.0,,,left_cue,100,7569.003462110209,,7554.855488398269,,
1.0,2.0,left,,left_imagery_start,200,7571.016894411909,,7554.855488398269,,
1.0,2.0,left,,rest_start,300,7575.033229415299,,7554.855488398269,,
1.0,2.0,left,,iti_start,400,7577.038497116991,,7554.855488398269,,
1.0,2.0,left,,trial_end,11,7579.203211118817,,7554.855488398269,,
1.0,3.0,,,trial_start,10,7579.203287518817,,7554.855488398269,,
1.0,3.0,,,right_cue,101,7581.217350920517,,7554.855488398269,,
1.0,3.0,right,,right_imagery_start,201,7583.239424622224,,7554.855488398269,,
1.0,3.0,right,,rest_start,300,7587.250844825609,,7554.855488398269,,
1.0,3.0,right,,iti_start,400,7589.26639782731,,7554.855488398269,,
1.0,3.0,right,,trial_end,11,7591.333226329055,,7554.855488398269,,
1.0,4.0,,,trial_start,10,7591.333339429055,,7554.855488398269,,
1.0,4.0,,,right_cue,101,7593.337303030747,,7554.855488398269,,
1.0,4.0,right,,right_imagery_start,201,7595.350946432446,,7554.855488398269,,
1.0,4.0,right,,rest_start,300,7599.368699235837,,7554.855488398269,,
1.0,4.0,right,,iti_start,400,7601.3875108375405,,7554.855488398269,,
1.0,4.0,right,,trial_end,11,7603.5182991393385,,7554.855488398269,,
1.0,5.0,,,trial_start,10,7603.518383639339,,7554.855488398269,,
1.0,5.0,,,right_cue,101,7605.519985641028,,7554.855488398269,,
1.0,5.0,right,,right_imagery_start,201,7607.535531942729,,7554.855488398269,,
1.0,5.0,right,,rest_start,300,7611.537702546107,,7554.855488398269,,
1.0,5.0,right,,iti_start,400,7613.552150247807,,7554.855488398269,,
1.0,5.0,right,,trial_end,11,7615.6839271496065,,7554.855488398269,,
1.0,6.0,,,trial_start,10,7615.683994749606,,7554.855488398269,,
1.0,6.0,,,right_cue,101,7617.699641351307,,7554.855488398269,,
1.0,6.0,right,,right_imagery_start,201,7619.702878952998,,7554.855488398269,,
1.0,6.0,right,,rest_start,300,7623.719577256387,,7554.855488398269,,
1.0,6.0,right,,iti_start,400,7625.734315258088,,7554.855488398269,,
1.0,6.0,right,,trial_end,11,7627.768984059806,,7554.855488398269,,
1.0,7.0,,,trial_start,10,7627.769044259806,,7554.855488398269,,
1.0,7.0,,,right_cue,101,7629.783071261505,,7554.855488398269,,
1.0,7.0,right,,right_imagery_start,201,7631.786634263196,,7554.855488398269,,
1.0,7.0,right,,rest_start,300,7635.800243666583,,7554.855488398269,,
1.0,7.0,right,,iti_start,400,7637.801042568272,,7554.855488398269,,
1.0,7.0,right,,trial_end,11,7640.050724070171,,7554.855488398269,,
1.0,8.0,,,trial_start,10,7640.050805970171,,7554.855488398269,,
1.0,8.0,,,left_cue,100,7642.066654671872,,7554.855488398269,,
1.0,8.0,left,,left_imagery_start,200,7644.082808473573,,7554.855488398269,,
1.0,8.0,left,,rest_start,300,7648.083461076951,,7554.855488398269,,
1.0,8.0,left,,iti_start,400,7650.100076578652,,7554.855488398269,,
1.0,8.0,left,,trial_end,11,7652.250746780467,,7554.855488398269,,
1.0,9.0,,,trial_start,10,7652.250810280468,,7554.855488398269,,
1.0,9.0,,,right_cue,101,7654.266652882168,,7554.855488398269,,
1.0,9.0,right,,right_imagery_start,201,7656.2843796838715,,7554.855488398269,,
1.0,9.0,right,,rest_start,300,7660.301783487263,,7554.855488398269,,
1.0,9.0,right,,iti_start,400,7662.315274988961,,7554.855488398269,,
1.0,9.0,right,,trial_end,11,7664.433630690749,,7554.855488398269,,
1.0,10.0,,,trial_start,10,7664.433706690749,,7554.855488398269,,
1.0,10.0,,,left_cue,100,7666.434785792439,,7554.855488398269,,
1.0,10.0,left,,left_imagery_start,200,7668.448841594138,,7554.855488398269,,
1.0,10.0,left,,rest_start,300,7672.450577197515,,7554.855488398269,,
1.0,10.0,left,,iti_start,400,7674.450767099203,,7554.855488398269,,
1.0,10.0,left,,trial_end,11,7676.583948201004,,7554.855488398269,,
1.0,11.0,,,trial_start,10,7676.584013601004,,7554.855488398269,,
1.0,11.0,,,right_cue,101,7678.598722902703,,7554.855488398269,,
1.0,11.0,right,,right_imagery_start,201,7680.600477604394,,7554.855488398269,,
1.0,11.0,right,,rest_start,300,7684.615967607782,,7554.855488398269,,
1.0,11.0,right,,iti_start,400,7686.632400609484,,7554.855488398269,,
1.0,11.0,right,,trial_end,11,7688.782580711299,,7554.855488398269,,
1.0,12.0,,,trial_start,10,7688.782673611298,,7554.855488398269,,
1.0,12.0,,,right_cue,101,7690.7834082129875,,7554.855488398269,,
1.0,12.0,right,,right_imagery_start,201,7692.784755714676,,7554.855488398269,,
1.0,12.0,right,,rest_start,300,7696.800583118066,,7554.855488398269,,
1.0,12.0,right,,iti_start,400,7698.816154719767,,7554.855488398269,,
1.0,12.0,right,,trial_end,11,7701.038896921643,,7554.855488398269,,
1.0,13.0,,,trial_start,10,7701.039198321643,,7554.855488398269,,
1.0,13.0,,,left_cue,100,7703.048624323338,,7554.855488398269,,
1.0,13.0,left,,left_imagery_start,200,7705.048967025027,,7554.855488398269,,
1.0,13.0,left,,rest_start,300,7709.049124528403,,7554.855488398269,,
1.0,13.0,left,,iti_start,400,7711.049387730091,,7554.855488398269,,
1.0,13.0,left,,trial_end,11,7713.131071631848,,7554.855488398269,,
1.0,14.0,,,trial_start,10,7713.131126131848,,7554.855488398269,,
1.0,14.0,,,right_cue,101,7715.1337893335385,,7554.855488398269,,
1.0,14.0,right,,right_imagery_start,201,7717.134649135227,,7554.855488398269,,
1.0,14.0,right,,rest_start,300,7721.148341138614,,7554.855488398269,,
1.0,14.0,right,,iti_start,400,7723.149220140303,,7554.855488398269,,
1.0,14.0,right,,trial_end,11,7725.299674642118,,7554.855488398269,,
1.0,15.0,,,trial_start,10,7725.299747442117,,7554.855488398269,,
1.0,15.0,,,left_cue,100,7727.315234643819,,7554.855488398269,,
