Block,Trial,MI_Label,KSS,Event,Marker,Time_lsl,Wall_time,Block_Start_lsl,Block_End_lsl,RT_ms
,,,,baseline_eyes_open_start,1000,1165.4737260276372,,,,
,,,,baseline_eyes_closed_start,1001,1290.165896051127,,,,
,,,,baseline_fixation_start,1002,1416.4235551464635,,,,
,,,,baseline_end,1003,1476.4279569319294,,,,
1.0,,,,block_start,4001,1480.9405804977223,,1480.9405804977223,,
1.0,1.0,,,trial_start,10,1480.9406811877222,,1480.9405804977223,,
1.0,1.0,,,left_cue,100,1482.9436734069673,,1480.9405804977223,,
1.0,1.0,left,,left_imagery_start,200,1484.9595669711944,,1480.9405804977223,,
1.0,1.0,left,,rest_start,300,1488.9757086016702,,1480.9405804977223,,
1.0,1.0,left,,iti_start,400,1490.9919030818971,,1480.9405804977223,,
1.0,1.0,left,,trial_end,11,1493.2250864868254,,1480.9405804977223,,
1.0,2.0,,,trial_start,10,1493.2252311128252,,1480.9405804977223,,
1.0,2.0,,,left_cue,100,1495.2410374490523,,1480.9405804977223,,
1.0,2.0,left,,left_imagery_start,200,1497.257264405279,,1480.9405804977223,,
1.0,2.0,left,,rest_start,300,1501.2731225577556,,1480.9405804977223,,
1.0,2.0,left,,iti_start,400,1503.2893399429822,,1480.9405804977223,,
1.0,2.0,left,,trial_end,11,1505.5055899579338,,1480.9405804977223,,
1.0,3.0,,,trial_start,10,1505.5057265229336,,1480.9405804977223,,
1.0,3.0,,,right_cue,101,1507.5220584961603,,1480.9405804977223,,
1.0,3.0,right,,right_imagery_start,201,1509.5381435053873,,1480.9405804977223,,
1.0,3.0,right,,rest_start,300,1513.5540070418635,,1480.9405804977223,,
1.0,3.0,right,,iti_start,400,1515.5702414650902,,1480.9405804977223,,
1.0,3.0,right,,trial_end,11,1517.8031541470189,,1480.9405804977223,,
1.0,4.0,,,trial_start,10,1517.803273211019,,1480.9405804977223,,
1.0,4.0,,,left_cue,100,1519.8202176282448,,1480.9405804977223,,
1.0,4.0,left,,left_imagery_start,200,1521.835969481472,,1480.9405804977223,,
1.0,4.0,left,,rest_start,300,1525.8515178919488,,1480.9405804977223,,
1.0,4.0,left,,iti_start,400,1527.868098574175,,1480.9405804977223,,
1.0,4.0,left,,trial_end,11,1530.1339736340583,,1480.9405804977223,,
1.0,5.0,,,trial_start,10,1530.1341161060582,,1480.9405804977223,,
1.0,5.0,,,left_cue,100,1532.1502616682849,,1480.9405804977223,,
1.0,5.0,left,,left_imagery_start,200,1534.1665451325116,,1480.9405804977223,,
1.0,5.0,left,,rest_start,300,1538.1824617059879,,1480.9405804977223,,
