Block,Trial,MI_Label,KSS,Event,Marker,Time_lsl,Wall_time,Block_Start_lsl,Block_End_lsl,RT_ms
,,,,baseline_eyes_open_start,1000,257646.03631284257,,,,
,,,,baseline_eyes_closed_start,1001,257770.1339329355,,,,
,,,,baseline_fixation_start,1002,257893.93964002878,,,,
,,,,baseline_end,1003,257953.94682137703,,,,
1.0,,,,block_start,4001,257958.64738807295,,257958.64738807295,,
1.0,1.0,,,trial_start,10,257958.64765627295,,257958.64738807295,,
1.0,1.0,,,left_cue,100,257960.66641977124,,257958.64738807295,,
1.0,1.0,left,,left_imagery_start,200,257962.6791624695,,257958.64738807295,,
1.0,1.0,left,,rest_start,300,257966.67931586603,,257958.64738807295,,
1.0,1.0,left,,iti_start,400,257968.6807097643,,257958.64738807295,,
1.0,1.0,left,,trial_end,11,257970.74555226252,,257958.64738807295,,
1.0,2.0,,,trial_start,10,257970.74562486252,,257958.64738807295,,
1.0,2.0,,,left_cue,100,257972.7472149608,,257958.64738807295,,
1.0,2.0,left,,left_imagery_start,200,257974.76283735907,,257958.64738807295,,
1.0,2.0,left,,rest_start,300,257978.7768601556,,257958.64738807295,,
1.0,2.0,left,,iti_start,400,257980.7780380539,,257958.64738807295,,
1.0,2.0,left,,trial_end,11,257982.82849915212,,257958.64738807295,,
1.0,3.0,,,trial_start,10,257982.8285998521,,257958.64738807295,,
1.0,3.0,,,right_cue,101,257984.8309484504,,257958.64738807295,,
1.0,3.0,right,,right_imagery_start,201,257986.84482744866,,257958.64738807295,,
1.0,3.0,right,,rest_start,300,257990.86184544518,,257958.64738807295,,
1.0,3.0,right,,iti_start,400,257992.86391304343,,257958.64738807295,,
1.0,3.0,right,,trial_end,11,257995.02746714157,,257958.64738807295,,
1.0,4.0,,,trial_start,10,257995.02754294156,,257958.64738807295,,
1.0,4.0,,,right_cue,101,257997.03108633985,,257958.64738807295,,
1.0,4.0,right,,right_imagery_start,201,257999.04219613812,,257958.64738807295,,
1.0,4.0,right,,rest_start,300,258003.0440502347,,257958.64738807295,,
1.0,4.0,right,,iti_start,400,258005.04446453296,,257958.64738807295,,
1.0,4.0,right,,trial_end,11,258007.11215443115,,257958.64738807295,,
1.0,5.0,,,trial_start,10,258007.11222943116,,257958.64738807295,,
1.0,5.0,,,right_cue,101,258009.12748352945,,257958.64738807295,,
1.0,5.0,right,,right_imagery_start,201,258011.1441621277,,257958.64738807295,,
1.0,5.0,right,,rest_start,300,258015.14695762424,,257958.64738807295,,
1.0,5.0,right,,iti_start,400,258017.14776872253,,257958.64738807295,,
1.0,5.0,right,,trial_end,11,258019.21096462072,,257958.64738807295,,
1.0,6.0,,,trial_start,10,258019.21104172073,,257958.64738807295,,
1.0,6.0,,,left_cue,100,258021.22919341899,,257958.64738807295,,
1.0,6.0,left,,left_imagery_start,200,258023.24489591725,,257958.64738807295,,
1.0,6.0,left,,rest_start,300,258027.26144161378,,257958.64738807295,,
1.0,6.0,left,,iti_start,400,258029.26326171207,,257958.64738807295,,
1.0,6.0,left,,trial_end,11,258031.4270383102,,257958.64738807295,,
1.0,7.0,,,trial_start,10,258031.4271120102,,257958.64738807295,,
1.0,7.0,,,right_cue,101,258033.44291800846,,257958.64738807295,,
1.0,7.0,right,,right_imagery_start,201,258035.44319890675,,257958.64738807295,,
1.0,7.0,right,,rest_start,300,258039.44355150327,,257958.64738807295,,
1.0,7.0,right,,iti_start,400,258041.45913700157,,257958.64738807295,,
1.0,7.0,right,,trial_end,11,258043.74310159957,,257958.64738807295,,
1.0,8.0,,,trial_start,10,258043.7431958996,,257958.64738807295,,
1.0,8.0,,,left_cue,100,258045.74402409786,,257958.64738807295,,
1.0,8.0,left,,left_imagery_start,200,258047.7597022961,,257958.64738807295,,
1.0,8.0,left,,rest_start,300,258051.76311049264,,257958.64738807295,,
1.0,8.0,left,,iti_start,400,258053.77783389093,,257958.64738807295,,
1.0,8.0,left,,trial_end,11,258055.94312458904,,257958.64738807295,,
1.0,9.0,,,trial_start,10,258055.94327438905,,257958.64738807295,,
1.0,9.0,,,left_cue,100,258057.94962708734,,257958.64738807295,,
1.0,9.0,left,,left_imagery_start,200,258059.9585171856,,257958.64738807295,,
1.0,9.0,left,,rest_start,300,258063.97694348212,,257958.64738807295,,
1.0,9.0,left,,iti_start,400,258065.9787721804,,257958.64738807295,,
1.0,9.0,left,,trial_end,11,258068.06441157858,,257958.64738807295,,
1.0,10.0,,,trial_start,10,258068.0646915786,,257958.64738807295,,
1.0,10.0,,,right_cue,101,258070.07618537688,,257958.64738807295,,
1.0,10.0,right,,right_imagery_start,201,258072.09335847513,,257958.64738807295,,
1.0,10.0,right,,rest_start,300,258076.09385627168,,257958.64738807295,,
1.0,10.0,right,,iti_start,400,258078.10827056994,,257958.64738807295,,
1.0,10.0,right,,trial_end,11,258080.31008146802,,257958.64738807295,,
1.0,11.0,,,trial_start,10,258080.31016686803,,257958.64738807295,,
1.0,11.0,,,right_cue,101,258082.32767366632,,257958.64738807295,,
1.0,11.0,right,,right_imagery_start,201,258084.34539156457,,257958.64738807295,,
1.0,11.0,right,,rest_start,300,258088.3599034611,,257958.64738807295,,
1.0,11.0,right,,iti_start,400,258090.36082825935,,257958.64738807295,,
1.0,11.0,right,,trial_end,11,258092.55901775748,,257958.64738807295,,
1.0,12.0,,,trial_start,10,258092.55909775748,,257958.64738807295,,
1.0,12.0,,,left_cue,100,258094.56125395576,,257958.64738807295,,
1.0,12.0,left,,left_imagery_start,200,258096.575905954,,257958.64738807295,,
1.0,12.0,left,,rest_start,300,258100.57661595056,,257958.64738807295,,
1.0,12.0,left,,iti_start,400,258102.57993134882,,257958.64738807295,,
1.0,12.0,left,,trial_end,11,258104.64292134705,,257958.64738807295,,
1.0,13.0,,,trial_start,10,258104.64302224704,,257958.64738807295,,
1.0,13.0,,,left_cue,100,258106.6601102453,,257958.64738807295,,
1.0,13.0,left,,left_imagery_start,200,258108.6748704436,,257958.64738807295,,
1.0,13.0,left,,rest_start,300,258112.67516504013,,257958.64738807295,,
1.0,13.0,left,,iti_start,400,258114.6755604384,,257958.64738807295,,
1.0,13.0,left,,trial_end,11,258116.97677043642,,257958.64738807295,,
1.0,14.0,,,trial_start,10,258116.97694083644,,257958.64738807295,,
1.0,14.0,,,right_cue,101,258118.99134003467,,257958.64738807295,,
1.0,14.0,right,,right_imagery_start,201,258121.01059903292,,257958.64738807295,,
1.0,14.0,right,,rest_start,300,258125.0116070295,,257958.64738807295,,
1.0,14.0,right,,iti_start,400,258127.02506542776,,257958.64738807295,,
1.0,14.0,right,,trial_end,11,258129.2753165258,,257958.64738807295,,
1.0,15.0,,,trial_start,10,258129.2754071258,,257958.64738807295,,
1.0,15.0,,,right_cue,101,258131.27638832407,,257958.64738807295,,
1.0,15.0,right,,right_imagery_start,201,258133.27700842236,,257958.64738807295,,
1.0,15.0,right,,rest_start,300,258137.2918675189,,257958.64738807295,,
1.0,15.0,right,,iti_start,400,258139.30919171716,,257958.64738807295,,
1.0,15.0,right,,trial_end,11,258141.44339321533,,257958.64738807295,,
1.0,16.0,,,trial_start,10,258141.44352591533,,257958.64738807295,,
1.0,16.0,,,right_cue,101,258143.44731371358,,257958.64738807295,,
1.0,16.0,right,,right_imagery_start,201,258145.45849701186,,257958.64738807295,,
1.0,16.0,right,,rest_start,300,258149.4591799084,,257958.64738807295,,
1.0,16.0,right,,iti_start,400,258151.45987610667,,257958.64738807295,,
1.0,16.0,right,,trial_end,11,258153.61225190482,,257958.64738807295,,
1.0,17.0,,,trial_start,10,258153.6123304048,,257958.64738807295,,
1.0,17.0,,,right_cue,101,258155.6249850031,,257958.64738807295,,
1.0,17.0,right,,right_imagery_start,201,258157.64340760134,,257958.64738807295,,
1.0,17.0,right,,rest_start,300,258161.64361469788,,257958.64738807295,,
1.0,17.0,right,,iti_start,400,258163.65780959616,,257958.64738807295,,
1.0,17.0,right,,trial_end,11,258165.77569849434,,257958.64738807295,,
1.0,18.0,,,trial_start,10,258165.77580169434,,257958.64738807295,,
1.0,18.0,,,right_cue,101,258167.7906398926,,257958.64738807295,,
1.0,18.0,right,,right_imagery_start,201,258169.79239469088,,257958.64738807295,,
1.0,18.0,right,,rest_start,300,258173.80840488742,,257958.64738807295,,
1.0,18.0,right,,iti_start,400,258175.81003668567,,257958.64738807295,,
1.0,18.0,right,,trial_end,11,258178.07419438372,,257958.64738807295,,
1.0,19.0,,,trial_start,10,258178.07428328373,,257958.64738807295,,
1.0,19.0,,,left_cue,100,258180.075087982,,257958.64738807295,,
1.0,19.0,left,,left_imagery_start,200,258182.0754294803,,257958.64738807295,,
1.0,19.0,left,,rest_start,300,258186.09012857682,,257958.64738807295,,
1.0,19.0,left,,iti_start,400,258188.10915067507,,257958.64738807295,,
1.0,19.0,left,,trial_end,11,258190.22607227325,,257958.64738807295,,
1.0,20.0,,,trial_start,10,258190.22636127323,,257958.64738807295,,
1.0,20.0,,,right_cue,101,258192.22716357152,,257958.64738807295,,
1.0,20.0,right,,right_imagery_start,201,258194.23989266978,,257958.64738807295,,
1.0,20.0,right,,rest_start,300,258198.24117316635,,257958.64738807295,,
1.0,20.0,right,,iti_start,400,258200.2577765646,,257958.64738807295,,
1.0,20.0,right,,trial_end,11,258202.49204416267,,257958.64738807295,,
1.0,21.0,,,trial_start,10,258202.49211976267,,257958.64738807295,,
1.0,21.0,,,left_cue,100,258204.51033726093,,257958.64738807295,,
1.0,21.0,left,,left_imagery_start,200,258206.52389825918,,257958.64738807295,,
1.0,21.0,left,,rest_start,300,258210.52557995575,,257958.64738807295,,
1.0,21.0,left,,iti_start,400,258212.528140354,,257958.64738807295,,
1.0,21.0,left,,trial_end,11,258214.69032615214,,257958.64738807295,,
1.0,22.0,,,trial_start,10,258214.69044945214,,257958.64738807295,,
1.0,22.0,,,left_cue,100,258216.70623115043,,257958.64738807295,,
1.0,22.0,left,,left_imagery_start,200,258218.7078946487,,257958.64738807295,,
1.0,22.0,left,,rest_start,300,258222.7287071452,,257958.64738807295,,
1.0,22.0,left,,iti_start,400,258224.74445274347,,257958.64738807295,,
1.0,22.0,left,,trial_end,11,258226.9251256416,,257958.64738807295,,
1.0,23.0,,,trial_start,10,258226.9251949416,,257958.64738807295,,
1.0,23.0,,,left_cue,100,258228.92793683987,,257958.64738807295,,
1.0,23.0,left,,left_imagery_start,200,258230.93867563814,,257958.64738807295,,
1.0,23.0,left,,rest_start,300,258234.9417232347,,257958.64738807295,,
1.0,23.0,left,,iti_start,400,258236.95799063295,,257958.64738807295,,
1.0,23.0,left,,trial_end,11,258239.14005363107,,257958.64738807295,,
1.0,24.0,,,trial_start,10,258239.14016983108,,257958.64738807295,,
1.0,24.0,,,left_cue,100,258241.14331712932,,257958.64738807295,,
1.0,24.0,left,,left_imagery_start,200,258243.1587584276,,257958.64738807295,,
1.0,24.0,left,,rest_start,300,258247.17397692415,,257958.64738807295,,
1.0,24.0,left,,iti_start,400,258249.1786921224,,257958.64738807295,,
1.0,24.0,left,,trial_end,11,258251.33014452056,,257958.64738807295,,
1.0,25.0,,,trial_start,10,258251.33026852057,,257958.64738807295,,
1.0,25.0,,,left_cue,100,258253.3392372188,,257958.64738807295,,
1.0,25.0,left,,left_imagery_start,200,258255.3412287171,,257958.64738807295,,
1.0,25.0,left,,rest_start,300,258259.35840631364,,257958.64738807295,,
1.0,25.0,left,,iti_start,400,258261.3721510119,,257958.64738807295,,
1.0,25.0,left,,trial_end,11,258263.54300761002,,257958.64738807295,,
1.0,26.0,,,trial_start,10,258263.54308491002,,257958.64738807295,,
1.0,26.0,,,right_cue,101,258265.55991080828,,257958.64738807295,,
1.0,26.0,right,,right_imagery_start,201,258267.57543320654,,257958.64738807295,,
1.0,26.0,right,,rest_start,300,258271.5779307031,,257958.64738807295,,
1.0,26.0,right,,iti_start,400,258273.59094050137,,257958.64738807295,,
1.0,26.0,right,,trial_end,11,258275.68971649956,,257958.64738807295,,
1.0,27.0,,,trial_start,10,258275.68986209953,,257958.64738807295,,
1.0,27.0,,,left_cue,100,258277.69003619783,,257958.64738807295,,
1.0,27.0,left,,left_imagery_start,200,258279.7074506961,,257958.64738807295,,
1.0,27.0,left,,rest_start,300,258283.70795959263,,257958.64738807295,,
1.0,27.0,left,,iti_start,400,258285.72390159089,,257958.64738807295,,
1.0,27.0,left,,trial_end,11,258287.97363678896,,257958.64738807295,,
1.0,28.0,,,trial_start,10,258287.97372528896,,257958.64738807295,,
1.0,28.0,,,right_cue,101,258289.9897953872,,257958.64738807295,,
1.0,28.0,right,,right_imagery_start,201,258292.00711568547,,257958.64738807295,,
1.0,28.0,right,,rest_start,300,258296.01366548202,,257958.64738807295,,
1.0,28.0,right,,iti_start,400,258298.03007778028,,257958.64738807295,,
1.0,28.0,right,,trial_end,11,258300.03889107853,,257958.64738807295,,
1.0,28.0,right,,block_end,4101,258300.03896727852,,257958.64738807295,258300.03896727852,
1.0,28.0,right,,kss_screen_onset,700,258300.03900627853,,257958.64738807295,258300.03896727852,
1.0,28.0,right,6.0,kss_rating,2006,258317.9421498631,,257958.64738807295,258300.03896727852,
1.0,28.0,right,6.0,rt_fixation_onset,30,258318.77408156238,,257958.64738807295,258300.03896727852,
1.0,28.0,right,6.0,rt_stimulus_onset,31,258321.15643476034,,257958.64738807295,258300.03896727852,
1.0,28.0,right,6.0,rt_response_hit,32,258321.99385705963,,257958.64738807295,258300.03896727852,837.4222992861178
1.0,28.0,right,6.0,break_start,6001,258322.50658275918,,257958.64738807295,258300.03896727852,
1.0,28.0,right,6.0,break_end,6101,258441.26356195676,,257958.64738807295,258300.03896727852,
2.0,28.0,right,6.0,block_start,4002,258443.92630135446,,258443.92630135446,,
2.0,1.0,,6.0,trial_start,10,258443.92639805446,,258443.92630135446,,
2.0,1.0,,6.0,right_cue,101,258445.93731815272,,258443.92630135446,,
2.0,1.0,right,6.0,right_imagery_start,201,258447.95405125097,,258443.92630135446,,
2.0,1.0,right,6.0,rest_start,300,258451.95559014753,,258443.92630135446,,
