Block,Trial,MI_Label,KSS,Event,Marker,Time_lsl,Wall_time,Block_Start_lsl,Block_End_lsl,RT_ms
,,,,baseline_eyes_open_start,1000,5944.957504146835,,,,
,,,,baseline_eyes_closed_start,1001,6068.639524586954,,,,
,,,,baseline_fixation_start,1002,6194.226004235383,,,,
,,,,baseline_end,1003,6254.241050691065,,,,
1.0,,,,block_start,4001,6258.185839497561,,6258.185839497561,,
1.0,1.0,,,trial_start,10,6258.185975770561,,6258.185839497561,,
1.0,1.0,,,left_cue,100,6260.189807585781,,6258.185839497561,,
1.0,1.0,left,,left_imagery_start,200,6262.206169837988,,6258.185839497561,,
1.0,1.0,left,,rest_start,300,6266.221798413421,,6258.185839497561,,
1.0,1.0,left,,iti_start,400,6268.23833856763,,6258.185839497561,,
1.0,1.0,left,,trial_end,11,6270.454333575661,,6258.185839497561,,
1.0,2.0,,,trial_start,10,6270.454416203661,,6258.185839497561,,
1.0,2.0,,,right_cue,101,6272.470922535869,,6258.185839497561,,
1.0,2.0,right,,right_imagery_start,201,6274.486961910078,,6258.185839497561,,
1.0,2.0,right,,rest_start,300,6278.502891573511,,6258.185839497561,,
1.0,2.0,right,,iti_start,400,6280.51902698072,,6258.185839497561,,
1.0,2.0,right,,trial_end,11,6282.618665924854,,6258.185839497561,,
1.0,3.0,,,trial_start,10,6282.618757987854,,6258.185839497561,,
1.0,3.0,,,right_cue,101,6284.634822919063,,6258.185839497561,,
1.0,3.0,right,,right_imagery_start,201,6286.651133482272,,6258.185839497561,,
1.0,3.0,right,,rest_start,300,6290.667460116704,,6258.185839497561,,
1.0,3.0,right,,iti_start,400,6292.683352738913,,6258.185839497561,,
1.0,3.0,right,,trial_end,11,6294.782903118048,,6258.185839497561,,
1.0,4.0,,,trial_start,10,6294.783032718047,,6258.185839497561,,
1.0,4.0,,,left_cue,100,6296.799190259256,,6258.185839497561,,
1.0,4.0,left,,left_imagery_start,200,6298.800007963479,,6258.185839497561,,
1.0,4.0,left,,rest_start,300,6302.814613177912,,6258.185839497561,,
1.0,4.0,left,,iti_start,400,6304.830868187121,,6258.185839497561,,
1.0,4.0,left,,trial_end,11,6306.930497902255,,6258.185839497561,,
