Block,Trial,MI_Label,KSS,Event,Marker,Time_lsl,Wall_time,Block_Start_lsl,Block_End_lsl,RT_ms
,,,,baseline_eyes_open_start,1000,1868.8350731108806,,,,
,,,,baseline_eyes_closed_start,1001,1994.0033851811045,,,,
,,,,baseline_fixation_start,1002,2127.1678272717404,,,,
,,,,baseline_end,1003,2187.173445465799,,,,
1.0,,,,block_start,4001,2192.656760037596,,2192.656760037596,,
1.0,1.0,,,trial_start,10,2192.656868831596,,2192.656760037596,,
1.0,1.0,,,right_cue,101,2194.6719632176837,,2192.656760037596,,
1.0,1.0,right,,right_imagery_start,201,2196.6886308557696,,2192.656760037596,,
1.0,1.0,right,,rest_start,300,2200.7041202959595,,2192.656760037596,,
1.0,1.0,right,,iti_start,400,2202.7204636540464,,2192.656760037596,,
1.0,1.0,right,,trial_end,11,2204.8368024800375,,2192.656760037596,,
1.0,2.0,,,trial_start,10,2204.8369143320374,,2192.656760037596,,
1.0,2.0,,,left_cue,100,2206.853661057124,,2192.656760037596,,
1.0,2.0,left,,left_imagery_start,200,2208.869525281211,,2192.656760037596,,
1.0,2.0,left,,rest_start,300,2212.8855995604004,,2192.656760037596,,
1.0,2.0,left,,iti_start,400,2214.901510214487,,2192.656760037596,,
1.0,2.0,left,,trial_end,11,2217.184325791321,,2192.656760037596,,
1.0,3.0,,,trial_start,10,2217.1844632613206,,2192.656760037596,,
1.0,3.0,,,left_cue,100,2219.2005050954076,,2192.656760037596,,
1.0,3.0,left,,left_imagery_start,200,2221.2168836554943,,2192.656760037596,,
1.0,3.0,left,,rest_start,300,2225.2328933466833,,2192.656760037596,,
1.0,3.0,left,,iti_start,400,2227.24895336977,,2192.656760037596,,
1.0,3.0,left,,trial_end,11,2229.3318717107936,,2192.656760037596,,
1.0,4.0,,,trial_start,10,2229.3319771947936,,2192.656760037596,,
1.0,4.0,,,right_cue,101,2231.34821442988,,2192.656760037596,,
1.0,4.0,right,,right_imagery_start,201,2233.364462513967,,2192.656760037596,,
1.0,4.0,right,,rest_start,300,2237.380358015156,,2192.656760037596,,
1.0,4.0,right,,iti_start,400,2239.396599541243,,2192.656760037596,,
1.0,4.0,right,,trial_end,11,2241.5796288201714,,2192.656760037596,,
1.0,5.0,,,trial_start,10,2241.579782878171,,2192.656760037596,,
1.0,5.0,,,left_cue,100,2243.595838475258,,2192.656760037596,,
1.0,5.0,left,,left_imagery_start,200,2245.6124555203446,,2192.656760037596,,
1.0,5.0,left,,rest_start,300,2249.6280713385336,,2192.656760037596,,
1.0,5.0,left,,iti_start,400,2251.6442103446207,,2192.656760037596,,
1.0,5.0,left,,trial_end,11,2253.71094157666,,2192.656760037596,,
1.0,6.0,,,trial_start,10,2253.7111498766594,,2192.656760037596,,
1.0,6.0,,,left_cue,100,2255.7267184347465,,2192.656760037596,,
1.0,6.0,left,,left_imagery_start,200,2257.743265232833,,2192.656760037596,,
1.0,6.0,left,,rest_start,300,2261.7589428690226,,2192.656760037596,,
1.0,6.0,left,,iti_start,400,2263.775237329109,,2192.656760037596,,
1.0,6.0,left,,trial_end,11,2265.8414567451487,,2192.656760037596,,
